0.00000000,40.0043000000
0.08542833,39.8602000000
0.14171776,39.8858000000
0.18979364,39.8830000000
0.27014798,39.8554000000
0.29318404,39.8252000000
0.31924742,39.7871000000
0.38037843,39.7396000000
0.43125554,39.6835000000
0.48473722,39.6736000000
0.55566119,39.6182000000
0.62711299,39.5799000000
0.68679347,39.5374000000
0.70549775,39.3392000000
0.82525421,39.3071000000
0.94365375,39.1740000000
1.03078583,39.0900000000
1.15155553,39.0882000000
1.23908021,39.0995000000
1.41867601,39.0461000000
1.59350578,39.0194000000
1.80412378,39.0356000000
2.00743903,39.0138000000
2.22740721,39.1052000000
2.43310283,39.1556000000
2.67704063,39.0612000000
2.80774017,38.9622000000
2.98026626,39.0094000000
3.22649026,39.0041000000
3.47116539,38.9262000000
3.59711221,38.9612000000
3.80476637,39.0132000000
4.09076864,38.9887000000
4.26723405,38.9425000000
4.42639060,38.9668000000
4.61481953,39.0750000000
4.85015166,39.0805000000
5.00194945,39.1194000000
5.24990106,39.4557000000
